Original Form Number,Original Form Title,Form URL,Extracted Form Number,Case Type,Legal Action,Original PDF URLs,Resolved PDF URLs,PDF Filenames
3,Order Directing Service of Notice,https://www.nycourts.gov/forms/order-directing-service-notice?topic=611&wrapped=true,3,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17671|https://www.nycourts.gov/media/17676|https://www.nycourts.gov/media/17681,https://webfiles.nycourts.gov/public/2026-01/adop3.pdf|https://webfiles.nycourts.gov/public/2026-01/adop3.doc|https://webfiles.nycourts.gov/public/2026-01/adop3.WPD,adop3.pdf|adop3.doc|adop3.WPD
3-2,Order for Change of Venue,https://www.nycourts.gov/forms/order-change-venue?topic=611&wrapped=true,3-2,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/17501|https://www.nycourts.gov/media/17506,https://webfiles.nycourts.gov/public/2026-01/3-2.pdf|https://webfiles.nycourts.gov/public/2026-01/3-2.doc,3-2.pdf|3-2.doc
3-5,Order Directing Release from Detention,https://www.nycourts.gov/forms/order-directing-release-detention?topic=611&wrapped=true,3-5,"Juvenile Delinquency - Family, Family Forms",,https://www.nycourts.gov/media/37096|https://www.nycourts.gov/media/36636,https://webfiles.nycourts.gov/public/2026-05/3-5.pdf|https://webfiles.nycourts.gov/public/2026-05/3-5.docx,3-5.pdf|3-5.docx
3-5,Order Directing Release of Respondent from Detention,https://www.nycourts.gov/forms/order-directing-release-respondent-detention?topic=611&wrapped=true,3-5,Family Forms,,https://www.nycourts.gov/media/14741|https://www.nycourts.gov/media/14746,https://webfiles.nycourts.gov/public/2025-12/3-5.pdf|https://webfiles.nycourts.gov/public/2025-12/3-5.doc,3-5.pdf|3-5.doc
3-6,Order Directing Detention (Pre-Petition),https://www.nycourts.gov/forms/order-directing-detention-pre-petition?topic=611&wrapped=true,3-6,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15021|https://www.nycourts.gov/media/15026,https://webfiles.nycourts.gov/public/2025-12/3-6.pdf|https://webfiles.nycourts.gov/public/2025-12/3-6.doc,3-6.pdf|3-6.doc
3-7,Juvenile Delinquency Petition,https://www.nycourts.gov/forms/juvenile-delinquency-petition?topic=611&wrapped=true,3-7,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15891|https://www.nycourts.gov/media/15896,https://webfiles.nycourts.gov/public/2025-12/3-7.pdf|https://webfiles.nycourts.gov/public/2025-12/3-7.docx,3-7.pdf|3-7.docx
3-11,Order Directing Detention,https://www.nycourts.gov/forms/order-directing-detention?topic=611&wrapped=true,3-11,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/13081|https://www.nycourts.gov/media/13086,https://webfiles.nycourts.gov/public/2025-12/3-11.pdf|https://webfiles.nycourts.gov/public/2025-12/3-11.doc,3-11.pdf|3-11.doc
3-11a,Order Directing Release of Respondent with Conditions,https://www.nycourts.gov/forms/order-directing-release-respondent-conditions?topic=611&wrapped=true,3-11a,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15051|https://www.nycourts.gov/media/15056,https://webfiles.nycourts.gov/public/2025-12/3-11a.pdf|https://webfiles.nycourts.gov/public/2025-12/3-11a.doc,3-11a.pdf|3-11a.doc
3-14,Order Directing Examination to Determine Capacity,https://www.nycourts.gov/forms/order-directing-examination-determine-capacity?topic=611&wrapped=true,3-14,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15921|https://www.nycourts.gov/media/15926,https://webfiles.nycourts.gov/public/2025-12/3-14.pdf|https://webfiles.nycourts.gov/public/2025-12/3-14.docx,3-14.pdf|3-14.docx
3-15,Notice of Hearing,https://www.nycourts.gov/forms/notice-hearing?topic=611&wrapped=true,3-15,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15931,https://webfiles.nycourts.gov/public/2025-12/3-15.pdf,3-15.pdf
3-16,Order Extending Time for Examination to Determine Capacity,https://www.nycourts.gov/forms/order-extending-time-examination-determine-capacity?topic=611&wrapped=true,3-16,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/13751|https://www.nycourts.gov/media/13756,https://webfiles.nycourts.gov/public/2026-05/3-16.pdf|https://webfiles.nycourts.gov/public/2026-05/3-16.docx,3-16.pdf|3-16.docx
3-21,Order (Extension of Period of Commitment for Lack of Capacity),https://www.nycourts.gov/forms/order-extension-period-commitment-lack-capacity?topic=611&wrapped=true,3-21,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15946|https://www.nycourts.gov/media/15951,https://webfiles.nycourts.gov/public/2025-12/3-21.pdf|https://webfiles.nycourts.gov/public/2025-12/3-21.docx,3-21.pdf|3-21.docx
3-23,Order Dismissing Petition for Lack of Capacity,https://www.nycourts.gov/forms/order-dismissing-petition-lack-capacity?topic=611&wrapped=true,3-23,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15966|https://www.nycourts.gov/media/15971,https://webfiles.nycourts.gov/public/2025-12/3-23.pdf|https://webfiles.nycourts.gov/public/2025-12/3-23.docx,3-23.pdf|3-23.docx
3-25,Order (Modifying Order of Commitment for Lack of Capacity),https://www.nycourts.gov/forms/order-modifying-order-commitment-lack-capacity?topic=611&wrapped=true,3-25,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15986|https://www.nycourts.gov/media/15991,https://webfiles.nycourts.gov/public/2025-12/3-25.pdf|https://webfiles.nycourts.gov/public/2025-12/3-25.docx,3-25.pdf|3-25.docx
3-27,Order Determining Capacity Prior to Commitment,https://www.nycourts.gov/forms/order-determining-capacity-prior-commitment?topic=611&wrapped=true,3-27,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16006|https://www.nycourts.gov/media/16011,https://webfiles.nycourts.gov/public/2025-12/3-27.pdf|https://webfiles.nycourts.gov/public/2025-12/3-27.docx,3-27.pdf|3-27.docx
3-37,Notice of Disposition or Termination of Proceeding,https://www.nycourts.gov/forms/notice-disposition-or-termination-proceeding?topic=611&wrapped=true,3-37,Family Forms,,https://www.nycourts.gov/media/12976|https://www.nycourts.gov/media/12981,https://webfiles.nycourts.gov/public/2025-12/3-37.pdf|https://webfiles.nycourts.gov/public/2025-12/3-37.doc,3-37.pdf|3-37.doc
3-39,Order - Extension of Placement and Permanency Hearing Order,https://www.nycourts.gov/forms/order-extension-placement-and-permanency-hearing-order?topic=611&wrapped=true,3-39,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16591|https://www.nycourts.gov/media/16596,https://webfiles.nycourts.gov/public/2025-12/3-39.pdf|https://webfiles.nycourts.gov/public/2025-12/3-39.docx,3-39.pdf|3-39.docx
3-41,Order - Violation of Order of Probation or Conditional Discharge,https://www.nycourts.gov/forms/order-violation-order-probation-or-conditional-discharge?topic=611&wrapped=true,3-41,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/14841|https://www.nycourts.gov/media/14846,https://webfiles.nycourts.gov/public/2025-12/3-41.pdf|https://webfiles.nycourts.gov/public/2025-12/3-41.docx,3-41.pdf|3-41.docx
3-46,Order for HIV Related Testing,https://www.nycourts.gov/forms/order-hiv-related-testing?topic=611&wrapped=true,3-46,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16056|https://www.nycourts.gov/media/16061,https://webfiles.nycourts.gov/public/2025-12/3-46.pdf|https://webfiles.nycourts.gov/public/2025-12/3-46.doc,3-46.pdf|3-46.doc
3-47,Notice of Placement,https://www.nycourts.gov/forms/notice-placement?topic=611&wrapped=true,3-47,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16066|https://www.nycourts.gov/media/16071,https://webfiles.nycourts.gov/public/2025-12/3-47.pdf|https://webfiles.nycourts.gov/public/2025-12/3-47.doc,3-47.pdf|3-47.doc
4,Notice of Proposed Adoption,https://www.nycourts.gov/forms/notice-proposed-adoption?topic=611&wrapped=true,4,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17701|https://www.nycourts.gov/media/17706,https://webfiles.nycourts.gov/public/2026-01/adop4.pdf|https://webfiles.nycourts.gov/public/2026-01/adop4.wpd,adop4.pdf|adop4.wpd
4-6,Order - Temporary Order of Support (and Referral to Support Magistrate),https://www.nycourts.gov/forms/order-temporary-order-support-and-referral-support-magistrate?topic=611&wrapped=true,4-6,"Family Forms, Child Support",,https://www.nycourts.gov/media/20466|https://www.nycourts.gov/media/20471,https://webfiles.nycourts.gov/public/2026-01/4-6.pdf|https://webfiles.nycourts.gov/public/2026-01/4-6.docx,4-6.pdf|4-6.docx
4-7a,Order (After Filing of Objections),https://www.nycourts.gov/forms/order-after-filing-objections?topic=611&wrapped=true,4-7a,Family Forms,,https://www.nycourts.gov/media/17321|https://www.nycourts.gov/media/17326,https://webfiles.nycourts.gov/public/2026-01/4-7a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-7a.docx,4-7a.pdf|4-7a.docx
4-7a,Order After Filing of Objections,https://www.nycourts.gov/forms/order-after-filing-objections-0?topic=611&wrapped=true,4-7a,"Family Forms, Child Support",,https://www.nycourts.gov/media/17321|https://www.nycourts.gov/media/19601,https://webfiles.nycourts.gov/public/2026-01/4-7a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-17a.docx,4-7a.pdf|4-17a.docx
4-7b,Objection to Support Order,https://www.nycourts.gov/forms/objection-support-order?topic=611&wrapped=true,4-7b,"Family Forms, Child Support",,https://www.nycourts.gov/media/14426|https://www.nycourts.gov/media/14431,https://webfiles.nycourts.gov/public/2025-12/4-7b.pdf|https://webfiles.nycourts.gov/public/2025-12/4-7b.docx,4-7b.pdf|4-7b.docx
4-8c,Order - Order to Correct Income Execution for Support Enforcement,https://www.nycourts.gov/forms/order-order-correct-income-execution-support-enforcement?topic=611&wrapped=true,4-8c,"Family Forms, Child Support",,https://www.nycourts.gov/media/12501|https://www.nycourts.gov/media/12511,https://webfiles.nycourts.gov/public/2025-12/4-8c.pdf|https://webfiles.nycourts.gov/public/2025-12/4-8c_0.doc,4-8c.pdf|4-8c_0.doc
4-9,Order - Income Deduction Order,https://www.nycourts.gov/forms/order-income-deduction-order?topic=611&wrapped=true,4-9,Family Forms,,https://www.nycourts.gov/media/16616,https://webfiles.nycourts.gov/public/2025-12/4-9-ldss-5037.pdf,4-9-ldss-5037.pdf
4-9a,LDDS-5038: Income Withholding Order (Spousal Support only,https://www.nycourts.gov/forms/ldds-5038-income-withholding-order-spousal-support-only?topic=611&wrapped=true,4-9a,"Family Forms, Child Support",,https://www.nycourts.gov/media/14641,https://webfiles.nycourts.gov/public/2025-12/4-9a-ldss-5038.pdf,4-9a-ldss-5038.pdf
4-9b,LDSS-5039: Income Withholding for Support: General Information and Instructions,https://www.nycourts.gov/forms/ldss-5039-income-withholding-support-general-information-and-instructions?topic=611&wrapped=true,4-9b,"Family Forms, Child Support",,https://www.nycourts.gov/media/14646,https://webfiles.nycourts.gov/public/2025-12/4-9b-ldss-5039.pdf,4-9b-ldss-5039.pdf
4-10,Order - Qualified Medical Child Support Order (Non-IV-D Cases),https://www.nycourts.gov/forms/order-qualified-medical-child-support-order-non-iv-d-cases?topic=611&wrapped=true,4-10,"Family Forms, Child Support",,https://www.nycourts.gov/media/12281|https://www.nycourts.gov/media/12286,https://webfiles.nycourts.gov/public/2025-12/4-10_0.pdf|https://webfiles.nycourts.gov/public/2025-12/4-10.doc,4-10_0.pdf|4-10.doc
4-12c,Order - Order Upon Support Magistrate Determination of Willfulness,https://www.nycourts.gov/forms/order-order-upon-support-magistrate-determination-willfulness?topic=611&wrapped=true,4-12c,Family Forms,,https://www.nycourts.gov/media/13631|https://www.nycourts.gov/media/13641,https://webfiles.nycourts.gov/public/2025-12/4-12c.pdf|https://webfiles.nycourts.gov/public/2025-12/4-12c.docx,4-12c.pdf|4-12c.docx
4-12c,Order (Support Magistrate Determination FCA Section 156),https://www.nycourts.gov/forms/order-support-magistrate-determination-fca-section-156?topic=611&wrapped=true,4-12c,"Family Forms, Child Support",,https://www.nycourts.gov/media/13631|https://www.nycourts.gov/media/13641,https://webfiles.nycourts.gov/public/2025-12/4-12c.pdf|https://webfiles.nycourts.gov/public/2025-12/4-12c.docx,4-12c.pdf|4-12c.docx
4-13a,Order Enforcing an Order,https://www.nycourts.gov/forms/order-enforcing-order?topic=611&wrapped=true,4-13a,Family Forms,,https://www.nycourts.gov/media/14656|https://www.nycourts.gov/media/14661,https://webfiles.nycourts.gov/public/2025-12/4-13a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-13a.docx,4-13a.pdf|4-13a.docx
4-13a,Order Enforcing Order Made By Another Court (Support),https://www.nycourts.gov/forms/order-enforcing-order-made-another-court-support?topic=611&wrapped=true,4-13a,"Family Forms, Child Support",,https://www.nycourts.gov/media/14656|https://www.nycourts.gov/media/14661,https://webfiles.nycourts.gov/public/2025-12/4-13a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-13a.docx,4-13a.pdf|4-13a.docx
4-14,Order - Entry of Money Judgment,https://www.nycourts.gov/forms/order-entry-money-judgment?topic=611&wrapped=true,4-14,Family Forms,,https://www.nycourts.gov/media/13656|https://www.nycourts.gov/media/13661,https://webfiles.nycourts.gov/public/2025-12/4-14.pdf|https://webfiles.nycourts.gov/public/2025-12/4-14.doc,4-14.pdf|4-14.doc
4-14,Order (Entry Money Judgment),https://www.nycourts.gov/forms/order-entry-money-judgment-0?topic=611&wrapped=true,4-14,"Family Forms, Child Support",,https://www.nycourts.gov/media/13656|https://www.nycourts.gov/media/13661,https://webfiles.nycourts.gov/public/2025-12/4-14.pdf|https://webfiles.nycourts.gov/public/2025-12/4-14.doc,4-14.pdf|4-14.doc
4-15a,Order (Relief from Support Payments and Commitment),https://www.nycourts.gov/forms/order-relief-support-payments-and-commitment?topic=611&wrapped=true,4-15a,"Family Forms, Child Support",,https://www.nycourts.gov/media/14651,https://webfiles.nycourts.gov/public/2025-12/4-15a.pdf,4-15a.pdf
4-16,"Notice of Motion to Quash, Fix or Modify Conditions of a Child Support Subpoena",https://www.nycourts.gov/forms/notice-motion-quash-fix-or-modify-conditions-child-support-subpoena?topic=611&wrapped=true,4-16,"Family Forms, Child Support",,https://www.nycourts.gov/media/15186|https://www.nycourts.gov/media/15196,https://webfiles.nycourts.gov/public/2025-12/4-16.pdf|https://webfiles.nycourts.gov/public/2025-12/4-16.doc,4-16.pdf|4-16.doc
4-19,Objection to Proposed Adjusted Order,https://www.nycourts.gov/forms/objection-proposed-adjusted-order?topic=611&wrapped=true,4-19,"Family Forms, Child Support",,https://www.nycourts.gov/media/15206|https://www.nycourts.gov/media/15211,https://webfiles.nycourts.gov/public/2025-12/4-19.pdf|https://webfiles.nycourts.gov/public/2025-12/4-19.docx,4-19.pdf|4-19.docx
4-19a,Order Determining Objection to Proposed Adjustment,https://www.nycourts.gov/forms/order-determining-objection-proposed-adjustment?topic=611&wrapped=true,4-19a,"Family Forms, Child Support",,https://www.nycourts.gov/media/15216,https://webfiles.nycourts.gov/public/2025-12/4-19a.pdf,4-19a.pdf
4-19b,Order Determining Objection to Adjusted Order (Cost of Living Adjustment),https://www.nycourts.gov/forms/order-determining-objection-adjusted-order-cost-living-adjustment?topic=611&wrapped=true,4-19b,"Family Forms, Child Support",,https://www.nycourts.gov/media/15226|https://www.nycourts.gov/media/15231,https://webfiles.nycourts.gov/public/2025-12/4-19b.pdf|https://webfiles.nycourts.gov/public/2025-12/4-19b.docx,4-19b.pdf|4-19b.docx
4-20,Notice of Motion to Vacate Adjusted Order of Support,https://www.nycourts.gov/forms/notice-motion-vacate-adjusted-order-support?topic=611&wrapped=true,4-20,"Family Forms, Child Support",,https://www.nycourts.gov/media/12301|https://www.nycourts.gov/media/12306,https://webfiles.nycourts.gov/public/2025-12/4-20_0.pdf|https://webfiles.nycourts.gov/public/2025-12/4-20_3.docx,4-20_0.pdf|4-20_3.docx
4-22,Objection to Support Collection Unit Denial of Challenge to Driver's License Suspension,https://www.nycourts.gov/forms/objection-support-collection-unit-denial-challenge-drivers-license-suspension?topic=611&wrapped=true,4-22,"Family Forms, Child Support",,https://www.nycourts.gov/media/15246|https://www.nycourts.gov/media/15251,https://webfiles.nycourts.gov/public/2025-12/4-22.pdf|https://webfiles.nycourts.gov/public/2025-12/4-22.docx,4-22.pdf|4-22.docx
4-22a,Order - Determination of Objections to Support Collection Unit Review of Driver's License Suspension Order,https://www.nycourts.gov/forms/order-determination-objections-support-collection-unit-review-drivers-license-suspension?topic=611&wrapped=true,4-22a,Family Forms,,https://www.nycourts.gov/media/17871|https://www.nycourts.gov/media/17876,https://webfiles.nycourts.gov/public/2026-01/4-22a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-22a.doc,4-22a.pdf|4-22a.doc
5-4,Notice of Motion to Challenge Genetic Marker or DNA testing Directive,https://www.nycourts.gov/forms/notice-motion-challenge-genetic-marker-or-dna-testing-directive?topic=611&wrapped=true,5-4,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/16166|https://www.nycourts.gov/media/16171,https://webfiles.nycourts.gov/public/2025-12/5-4.pdf|https://webfiles.nycourts.gov/public/2025-12/5-4.docx,5-4.pdf|5-4.docx
5-6,Order for Blood Genetic Marker Test,https://www.nycourts.gov/forms/order-blood-genetic-marker-test?topic=611&wrapped=true,5-6,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/12841|https://www.nycourts.gov/media/12846|https://www.nycourts.gov/media/12851,https://webfiles.nycourts.gov/public/2025-12/5-6.pdf|https://webfiles.nycourts.gov/public/2025-12/5-6.doc|https://webfiles.nycourts.gov/public/2025-12/5-6.WPD,5-6.pdf|5-6.doc|5-6.WPD
5-6,Order for Genetic Marker Test,https://www.nycourts.gov/forms/order-genetic-marker-test?topic=611&wrapped=true,5-6,Family Forms,,https://www.nycourts.gov/media/12841|https://www.nycourts.gov/media/12846|https://www.nycourts.gov/media/12851,https://webfiles.nycourts.gov/public/2025-12/5-6.pdf|https://webfiles.nycourts.gov/public/2025-12/5-6.doc|https://webfiles.nycourts.gov/public/2025-12/5-6.WPD,5-6.pdf|5-6.doc|5-6.WPD
5-6a,Order - Temporary Order of Support After DNA Ordered,https://www.nycourts.gov/forms/order-temporary-order-support-after-dna-ordered?topic=611&wrapped=true,5-6a,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/17901|https://www.nycourts.gov/media/17906|https://www.nycourts.gov/media/17911,https://webfiles.nycourts.gov/public/2026-01/5-6a.pdf|https://webfiles.nycourts.gov/public/2026-01/5-6a.doc|https://webfiles.nycourts.gov/public/2026-01/5-6a.WPD,5-6a.pdf|5-6a.doc|5-6a.WPD
5-C-2,Order (Surrogacy Agreement),https://www.nycourts.gov/forms/order-surrogacy-agreement?topic=611&wrapped=true,5-C-2,"Family Forms, Child-Parent Security Act",,https://www.nycourts.gov/media/16106|https://www.nycourts.gov/media/16111,https://webfiles.nycourts.gov/public/2026-04/form-5-c-2.pdf|https://webfiles.nycourts.gov/public/2025-12/form-5-c-2.docx,form-5-c-2.pdf|form-5-c-2.docx
5-C-4,Order (Assisted Reproduction),https://www.nycourts.gov/forms/order-assisted-reproduction?topic=611&wrapped=true,5-C-4,"Family Forms, Child-Parent Security Act",,https://www.nycourts.gov/media/16126|https://www.nycourts.gov/media/16131,https://webfiles.nycourts.gov/public/2026-04/form-5-c-4.pdf|https://webfiles.nycourts.gov/public/2025-12/form-5-c-4.docx,form-5-c-4.pdf|form-5-c-4.docx
6-2,Oath and Designation for Service of Process,https://www.nycourts.gov/forms/oath-and-designation-service-process?topic=611&wrapped=true,6-2,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/13916|https://www.nycourts.gov/media/13921|https://www.nycourts.gov/media/27021|https://www.nycourts.gov/media/27026,https://webfiles.nycourts.gov/public/2025-12/6-2.pdf|https://webfiles.nycourts.gov/public/2025-12/6-2.docx|https://webfiles.nycourts.gov/public/2026-03/form-6-2-guardianship-oath-ncfc.pdf|https://webfiles.nycourts.gov/public/2026-03/form-6-2-guardianship-oath-ncfc-fillable.pdf,6-2.pdf|6-2.docx|form-6-2-guardianship-oath-ncfc.pdf|form-6-2-guardianship-oath-ncfc-fillable.pdf
6-5,Order Appointing Guardian of the Person,https://www.nycourts.gov/forms/order-appointing-guardian-person?topic=611&wrapped=true,6-5,Family Forms,,https://www.nycourts.gov/media/12756|https://www.nycourts.gov/media/12761|https://www.nycourts.gov/media/12766,https://webfiles.nycourts.gov/public/2025-12/6-5.pdf|https://webfiles.nycourts.gov/public/2025-12/6-5.doc|https://webfiles.nycourts.gov/public/2025-12/6-5_0.WPD,6-5.pdf|6-5.doc|6-5_0.WPD
6-5-a,Order Appointing Kinship Guardian [Subsidized Kinship Guardian Program] and/or Permanent Guardian,https://www.nycourts.gov/forms/order-appointing-kinship-guardian-subsidized-kinship-guardian-program-andor-permanent?topic=611&wrapped=true,6-5-a,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/34246|https://www.nycourts.gov/media/34251|https://www.nycourts.gov/media/34256,https://webfiles.nycourts.gov/public/2026-04/6-5-a.pdf|https://webfiles.nycourts.gov/public/2026-04/6-5-a.doc|https://webfiles.nycourts.gov/public/2026-04/6-5-a.WPD,6-5-a.pdf|6-5-a.doc|6-5-a.WPD
6-6,Letters of Guardianship of the Person of a Minor,https://www.nycourts.gov/forms/letters-guardianship-person-minor?topic=611&wrapped=true,6-6,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/12686,https://webfiles.nycourts.gov/public/2025-12/6-6.pdf,6-6.pdf
6-9,Order Appointing A Standby Guardian of the Person,https://www.nycourts.gov/forms/order-appointing-standby-guardian-person?topic=611&wrapped=true,6-9,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/12226|https://www.nycourts.gov/media/12231,https://webfiles.nycourts.gov/public/2025-12/6-9.pdf|https://webfiles.nycourts.gov/public/2025-12/6-9.docx,6-9.pdf|6-9.docx
7-2,Order - Directing Release of Child from Detention,https://www.nycourts.gov/forms/order-directing-release-child-detention?topic=611&wrapped=true,7-2,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16621|https://www.nycourts.gov/media/16626|https://www.nycourts.gov/media/16631,https://webfiles.nycourts.gov/public/2025-12/7-2.pdf|https://webfiles.nycourts.gov/public/2025-12/7-2.docx|https://webfiles.nycourts.gov/public/2025-12/7-2.WPD,7-2.pdf|7-2.docx|7-2.WPD
7-3,Order Directing Detention (Post-Petition),https://www.nycourts.gov/forms/order-directing-detention-post-petition?topic=611&wrapped=true,7-3,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/14826|https://www.nycourts.gov/media/14831|https://www.nycourts.gov/media/14836,https://webfiles.nycourts.gov/public/2025-12/7-3.pdf|https://webfiles.nycourts.gov/public/2025-12/7-3.docx|https://webfiles.nycourts.gov/public/2025-12/7-3.WPD,7-3.pdf|7-3.docx|7-3.WPD
7-12,Order (Discontinuation of Treatment),https://www.nycourts.gov/forms/order-discontinuation-treatment?topic=611&wrapped=true,7-12,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16731|https://www.nycourts.gov/media/16736|https://www.nycourts.gov/media/16741,https://webfiles.nycourts.gov/public/2026-01/7-12.pdf|https://webfiles.nycourts.gov/public/2026-01/7-12.doc|https://webfiles.nycourts.gov/public/2026-01/7-12.WPD,7-12.pdf|7-12.doc|7-12.WPD
7-16,Order - Violation of Order of Disposition - Probation/Suspended Judgment,https://www.nycourts.gov/forms/order-violation-order-disposition-probationsuspended-judgment?topic=611&wrapped=true,7-16,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/17431|https://www.nycourts.gov/media/17436,https://webfiles.nycourts.gov/public/2026-01/7-16.pdf|https://webfiles.nycourts.gov/public/2026-01/7-16.docx,7-16.pdf|7-16.docx
7-17,Order - Violation of Order of Placement,https://www.nycourts.gov/forms/order-violation-order-placement?topic=611&wrapped=true,7-17,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/13586|https://www.nycourts.gov/media/13591,https://webfiles.nycourts.gov/public/2025-12/7-17.pdf|https://webfiles.nycourts.gov/public/2025-12/7-17.docx,7-17.pdf|7-17.docx
7-19,Order - Extension of Placement and Permanency Hearing Order (PINS),https://www.nycourts.gov/forms/order-extension-placement-and-permanency-hearing-order-pins?topic=611&wrapped=true,7-19,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/17291|https://www.nycourts.gov/media/17296,https://webfiles.nycourts.gov/public/2026-01/7-19.pdf|https://webfiles.nycourts.gov/public/2026-01/7-19.docx,7-19.pdf|7-19.docx
7-20,Notice of Right of Respondent to Appeal,https://www.nycourts.gov/forms/notice-right-respondent-appeal?topic=611&wrapped=true,7-20,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16756|https://www.nycourts.gov/media/16761|https://www.nycourts.gov/media/16766,https://webfiles.nycourts.gov/public/2026-01/7-20.pdf|https://webfiles.nycourts.gov/public/2026-01/7-20.doc|https://webfiles.nycourts.gov/public/2026-01/7-20.WPD,7-20.pdf|7-20.doc|7-20.WPD
8-3,Notice to the District Attorney,https://www.nycourts.gov/forms/notice-district-attorney?topic=611&wrapped=true,8-3,"Family Forms, Domestic Violence",,https://www.nycourts.gov/media/17936,https://webfiles.nycourts.gov/public/2026-01/8-3.pdf,8-3.pdf
8-6,Order - Firearms Licenses and Surrenders,https://www.nycourts.gov/forms/order-firearms-licenses-and-surrenders?topic=611&wrapped=true,8-6,"Family Forms, Domestic Violence, Family Offense",,https://www.nycourts.gov/media/17376|https://www.nycourts.gov/media/17381,https://webfiles.nycourts.gov/public/2026-01/8-6.pdf|https://webfiles.nycourts.gov/public/2026-01/8-6.doc,8-6.pdf|8-6.doc
10-1,Order (Directing Temporary Removal Of Child Before Petition Filed),https://www.nycourts.gov/forms/order-directing-temporary-removal-child-petition-filed-0?topic=611&wrapped=true,10-1,"Family Forms, Child Protective",,https://www.nycourts.gov/media/17816|https://www.nycourts.gov/media/17821|https://www.nycourts.gov/media/17831,https://webfiles.nycourts.gov/public/2026-01/10-1.pdf|https://webfiles.nycourts.gov/public/2026-01/10-1.docx|https://webfiles.nycourts.gov/public/2026-01/10-1.WPD,10-1.pdf|10-1.docx|10-1.WPD
10-1,Order Directing Temporary Removal of Child--Before Petition Filed,https://www.nycourts.gov/forms/order-directing-temporary-removal-child-petition-filed?topic=611&wrapped=true,10-1,Family Forms,,https://www.nycourts.gov/media/17816|https://www.nycourts.gov/media/17821|https://www.nycourts.gov/media/17831,https://webfiles.nycourts.gov/public/2026-01/10-1.pdf|https://webfiles.nycourts.gov/public/2026-01/10-1.docx|https://webfiles.nycourts.gov/public/2026-01/10-1.WPD,10-1.pdf|10-1.docx|10-1.WPD
10-1a,Notice (Temporary Removal of Child and Right to Hearing),https://www.nycourts.gov/forms/notice-temporary-removal-child-and-right-hearing?topic=611&wrapped=true,10-1a,"Family Forms, General - Family, Child Protective",,https://www.nycourts.gov/media/14186|https://www.nycourts.gov/media/14191|https://www.nycourts.gov/media/14196,https://webfiles.nycourts.gov/public/2025-12/10-1a.pdf|https://webfiles.nycourts.gov/public/2025-12/10-1a.doc|https://webfiles.nycourts.gov/public/2025-12/10-1a.WPD,10-1a.pdf|10-1a.doc|10-1a.WPD
