Original Form Number,Original Form Title,Form URL,Extracted Form Number,Case Type,Legal Action,Original PDF URLs,Resolved PDF URLs,PDF Filenames
27-B,Adoption–Notice of Petition for Access to Sealed Adoption Records,https://www.nycourts.gov/forms/adoption-notice-petition-access-sealed-adoption-records?topic=611&wrapped=true,27-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18271|https://www.nycourts.gov/media/18276,https://webfiles.nycourts.gov/public/2026-01/adop27-b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop27-b.WPD,adop27-b.pdf|adop27-b.WPD
27-C,Adoption–Affirmation of Service of Petition for Access to Sealed Adoption Records,https://www.nycourts.gov/forms/adoption-affirmation-service-petition-access-sealed-adoption-records?topic=611&wrapped=true,27-C,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18281,https://webfiles.nycourts.gov/public/2026-05/adop-27c.pdf,adop-27c.pdf
27-D,Adoption–Waiver of Notice of Petition for Access to Sealed Adoption Records,https://www.nycourts.gov/forms/adoption-waiver-notice-petition-access-sealed-adoption-records?topic=611&wrapped=true,27-D,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18291|https://www.nycourts.gov/media/18296,https://webfiles.nycourts.gov/public/2026-01/adop27-d.pdf|https://webfiles.nycourts.gov/public/2026-01/adop27-d.WPD,adop27-d.pdf|adop27-d.WPD
27-E,Adoption–Order on Petition for Access to Sealed Adoption Records,https://www.nycourts.gov/forms/adoption-order-petition-access-sealed-adoption-records?topic=611&wrapped=true,27-E,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18301|https://www.nycourts.gov/media/18306,https://webfiles.nycourts.gov/public/2026-01/adop27-e.pdf|https://webfiles.nycourts.gov/public/2026-01/adop27-e.docx,adop27-e.pdf|adop27-e.docx
29b,Consent to Adult Adoption by Adoptee,https://www.nycourts.gov/forms/consent-adult-adoption-adoptee,29b,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18346|https://www.nycourts.gov/media/18351|https://www.nycourts.gov/media/18356,https://webfiles.nycourts.gov/public/2026-04/adop29b.pdf|https://webfiles.nycourts.gov/public/2026-01/adoption-form-29b.doc|https://webfiles.nycourts.gov/public/2026-01/adoption-form-29b.WPD,adop29b.pdf|adoption-form-29b.doc|adoption-form-29b.WPD
DOH-4455,Adoption Information Registry Birth Parent Registration Form,https://www.nycourts.gov/forms/adoption-information-registry-birth-parent-registration-form?topic=611&wrapped=true,DOH-4455,"Family Forms, Adoption - Family, Surrogate's Court, Adoption - Surrogate's",,https://www.nycourts.gov/media/17026,https://webfiles.nycourts.gov/public/2026-01/doh-4455-birth-parent-air-form-1.pdf,doh-4455-birth-parent-air-form-1.pdf
GF-2a,Affirmation,https://www.nycourts.gov/forms/affirmation?topic=611&wrapped=true,GF-2a,"General - Family, Family Forms",Affirmations,https://www.nycourts.gov/media/34231,https://webfiles.nycourts.gov/public/2026-04/gf-2a.pdf,gf-2a.pdf
GF-4,Court-Issued Subpoena,https://www.nycourts.gov/forms/court-issued-subpoena,GF-4,Family Forms,,https://www.nycourts.gov/media/17846,https://webfiles.nycourts.gov/public/2026-01/gf-4_0.pdf,gf-4_0.pdf
GF-5b,Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Individual Complainant/Petitioner),https://www.nycourts.gov/forms/affirmation-support-issuance-family-court-temporary-order-protection-individual?topic=611&wrapped=true,GF-5b,"Family Forms, Domestic Violence, General - Family",,https://www.nycourts.gov/media/13781|https://www.nycourts.gov/media/13786,https://webfiles.nycourts.gov/public/2025-12/gf-5b.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-5b.docx,gf-5b.pdf|gf-5b.docx
GF-5c (CRIM-4),"Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Peace or Police Officer, Agency, or Designated Person)",https://www.nycourts.gov/forms/affirmation-support-issuance-family-court-temporary-order-protection-peace-or-police-officer?topic=611&wrapped=true,GF-5c (CRIM-4),"Family Forms, Domestic Violence, General - Family",,https://www.nycourts.gov/media/13791|https://www.nycourts.gov/media/13796,https://webfiles.nycourts.gov/public/2025-12/gf-5c.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-5c.docx,gf-5c.pdf|gf-5c.docx
GF-5d (CRIM-5; SC-3),Affirmation in Support of Modification of Family Court Temporary Order of Protection or Order of Protection,https://www.nycourts.gov/forms/affirmation-support-modification-family-court-temporary-order-protection-or-order-protection?topic=611&wrapped=true,GF-5d (CRIM-5; SC-3),"Family Forms, Domestic Violence, General - Family",,https://www.nycourts.gov/media/13801|https://www.nycourts.gov/media/13806,https://webfiles.nycourts.gov/public/2026-04/gf-5d.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-5d.docx,gf-5d.pdf|gf-5d.docx
GF-5e,Affirmation In Support Of Entry Of Out Of State Order Of Protection Or Temporary Order Of Protection Onto Statewide Registry Of Orders Of Protection,https://www.nycourts.gov/forms/affirmation-support-entry-out-state-order-protection-or-temporary-order-protection-statewide?topic=611&wrapped=true,GF-5e,"Family Forms, General - Family",,https://www.nycourts.gov/media/13811|https://www.nycourts.gov/media/13811,https://webfiles.nycourts.gov/public/2025-12/gf-5e.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-5e.pdf,gf-5e.pdf|gf-5e.pdf
GF-5e,Affirmation in Support of Entry of Out-of-State Order of Protection or Temporary Order of Protection onto Statewide Registry of Orders of Protection,https://www.nycourts.gov/forms/affirmation-support-entry-out-state-order-protection-or-temporary-order-protection-0?topic=611&wrapped=true,GF-5e,"Family Forms, Domestic Violence, General - Family",,https://www.nycourts.gov/media/13811|https://www.nycourts.gov/media/13816,https://webfiles.nycourts.gov/public/2025-12/gf-5e.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-5e.docx,gf-5e.pdf|gf-5e.docx
GF-10a,Affirmation in Support of Motion - Extension or Modification of Order of Protection,https://www.nycourts.gov/forms/affirmation-support-motion-extension-or-modification-order-protection?topic=611&wrapped=true,GF-10a,"Family Forms, General - Family",,https://www.nycourts.gov/media/13851|https://www.nycourts.gov/media/13856,https://webfiles.nycourts.gov/public/2025-12/gf-10a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-10a.docx,gf-10a.pdf|gf-10a.docx
GF-12-a,Affirmation Of Party Under CPLR §3103(A),https://www.nycourts.gov/forms/affirmation-party-under-cplr-ss3103a?topic=611&wrapped=true,GF-12-a,"Family Forms, General - Family",,https://www.nycourts.gov/media/31916|https://www.nycourts.gov/media/31921,https://webfiles.nycourts.gov/public/2026-05/gf-12-a.pdf|https://webfiles.nycourts.gov/public/2026-04/gf-12-a.docx,gf-12-a.pdf|gf-12-a.docx
GF-12-d,Affirmation of Counsel Under CPLR 3103(a),https://www.nycourts.gov/forms/affirmation-counsel-under-cplr-3103a?topic=611&wrapped=true,GF-12-d,"Family Forms, General - Family",,https://www.nycourts.gov/media/13946|https://www.nycourts.gov/media/13951,https://webfiles.nycourts.gov/public/2025-12/gf-12-d.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-12-d.docx,gf-12-d.pdf|gf-12-d.docx
GF-12-f,Affirmation of Non-disclosure of Forensic Report and/or Materials and Data,https://www.nycourts.gov/forms/affirmation-non-disclosure-forensic-report-andor-materials-and-data?topic=611&wrapped=true,GF-12-f,"Family Forms, General - Family",,https://www.nycourts.gov/media/13966|https://www.nycourts.gov/media/13971,https://webfiles.nycourts.gov/public/2025-12/gf-12-f.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-12-f.docx,gf-12-f.pdf|gf-12-f.docx
GF-17b,Affirmation of Child in Support of Motion for an Order for Sibling Placement or Contact,https://www.nycourts.gov/forms/affirmation-child-support-motion-order-sibling-placement-or-contact?topic=611&wrapped=true,GF-17b,"Family Forms, General - Family",,https://www.nycourts.gov/media/15326|https://www.nycourts.gov/media/15331,https://webfiles.nycourts.gov/public/2025-12/gf-17b.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-17b.docx,gf-17b.pdf|gf-17b.docx
GF-17c,Affirmation of Attorney for Child in Support of Motion for an Order for Sibling Placement or Contact),https://www.nycourts.gov/forms/affirmation-attorney-child-support-motion-order-sibling-placement-or-contact?topic=611&wrapped=true,GF-17c,"Family Forms, Child Custody or Visitation, General - Family",,https://www.nycourts.gov/media/31406|https://www.nycourts.gov/media/31411,https://webfiles.nycourts.gov/public/2026-04/gf-17c.pdf|https://webfiles.nycourts.gov/public/2026-04/gf-17c.docx,gf-17c.pdf|gf-17c.docx
GF-21,Address Confidentiality Affirmation,https://www.nycourts.gov/forms/address-confidentiality-affirmation-0?topic=611&wrapped=true,GF-21,Family Forms,,https://www.nycourts.gov/media/12701|https://www.nycourts.gov/media/12706|https://www.nycourts.gov/media/27231|https://www.nycourts.gov/media/27236,https://webfiles.nycourts.gov/public/2025-12/gf-21.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-21.docx|https://webfiles.nycourts.gov/public/2026-03/gf-21-address-confidentiality-affidavit-ncfc.pdf|https://webfiles.nycourts.gov/public/2026-03/gf-21-address-confidentiality-affidavit-ncfc-fillable.pdf,gf-21.pdf|gf-21.docx|gf-21-address-confidentiality-affidavit-ncfc.pdf|gf-21-address-confidentiality-affidavit-ncfc-fillable.pdf
GF-21a,Address Confidentiality Order - Order,https://www.nycourts.gov/forms/address-confidentiality-order-order?topic=611&wrapped=true,GF-21a,"Family Forms, General - Family",,https://www.nycourts.gov/media/13026|https://www.nycourts.gov/media/13031,https://webfiles.nycourts.gov/public/2025-12/gf-21a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-21a.doc,gf-21a.pdf|gf-21a.doc
GF-29,Appearance Notice,https://www.nycourts.gov/forms/appearance-notice,GF-29,Family Forms,,https://www.nycourts.gov/media/12601,https://webfiles.nycourts.gov/public/2025-12/gf-29.doc,gf-29.doc
GF-31,Affirmation (Indian Child Welfare Act),https://www.nycourts.gov/forms/affirmation-indian-child-welfare-act?topic=611&wrapped=true,GF-31,"Family Forms, General - Family",,https://www.nycourts.gov/media/14006|https://www.nycourts.gov/media/14011,https://webfiles.nycourts.gov/public/2025-12/gf-31.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-31.docx,gf-31.pdf|gf-31.docx
GF-32,Addendum to Order – Findings of Fact and Conclusions of Law -- Indian Child Welfare Act),https://www.nycourts.gov/forms/addendum-order-findings-fact-and-conclusions-law-indian-child-welfare-act-0?topic=611&wrapped=true,GF-32,"Family Forms, Child Custody or Visitation",,https://www.nycourts.gov/media/14016|https://www.nycourts.gov/media/14021|https://www.nycourts.gov/media/14036,https://webfiles.nycourts.gov/public/2026-05/gf-32.pdf|https://webfiles.nycourts.gov/public/2026-05/gf-32.docx|https://webfiles.nycourts.gov/public/2025-12/gf-32.WPD,gf-32.pdf|gf-32.docx|gf-32.WPD
GF-36b,Affirmation in Support of Motion for An Order That Reasonable Efforts Are Not Required,https://www.nycourts.gov/forms/affirmation-support-motion-order-reasonable-efforts-are-not-required?topic=611&wrapped=true,GF-36b,"Family Forms, General - Family",,https://www.nycourts.gov/media/14061|https://www.nycourts.gov/media/14066,https://webfiles.nycourts.gov/public/2025-12/gf-36b.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-36b.docx,gf-36b.pdf|gf-36b.docx
GF-45,Family First Prevention Services Act - Notice of Motion for Approval of Placement in a Qualified Residential Treatment Program (QRTP),https://www.nycourts.gov/forms/family-first-prevention-services-act-notice-motion-approval-placement-qualified-residential?topic=611&wrapped=true,GF-45,"Family Forms, General - Family",,https://www.nycourts.gov/media/14106|https://www.nycourts.gov/media/14111,https://webfiles.nycourts.gov/public/2025-12/gf-45.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-45.docx,gf-45.pdf|gf-45.docx
GF-45a,Family First Prevention Services Act - Affidavit in Support of Placement in a Qualified Residential Treatment Program (QRTP),https://www.nycourts.gov/forms/family-first-prevention-services-act-affidavit-support-placement-qualified-residential?topic=611&wrapped=true,GF-45a,"Family Forms, General - Family",,https://www.nycourts.gov/media/14116|https://www.nycourts.gov/media/14121,https://webfiles.nycourts.gov/public/2025-12/gf-45a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-45a.docx,gf-45a.pdf|gf-45a.docx
GF-46,Family First Prevention Services Act - Order on Motion for Approval of Placement in a Qualified Residential Treatment Program (QRTP),https://www.nycourts.gov/forms/family-first-prevention-services-act-order-motion-approval-placement-qualified-residential?topic=611&wrapped=true,GF-46,"Family Forms, General - Family",,https://www.nycourts.gov/media/14126|https://www.nycourts.gov/media/14131,https://webfiles.nycourts.gov/public/2025-12/gf-46.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-46.docx,gf-46.pdf|gf-46.docx
GF-48,Family Court Personal Information Form,https://www.nycourts.gov/forms/family-court-personal-information-form?topic=611&wrapped=true,GF-48,"General - Family, Family Forms",Starting a Case,https://www.nycourts.gov/media/34236,https://webfiles.nycourts.gov/public/2026-04/gf-48.pdf,gf-48.pdf
GF-49,Extra Page for Family Court Form,https://www.nycourts.gov/forms/extra-page-family-court-form?topic=611&wrapped=true,GF-49,"General - Family, Family Forms",,https://www.nycourts.gov/media/37101,https://webfiles.nycourts.gov/public/2026-05/gf-49.pdf,gf-49.pdf
GF-50,Application for Assignment of Counsel,https://www.nycourts.gov/forms/application-assignment-counsel?topic=611&wrapped=true,GF-50,"General - Family, Family Forms","Forms if You Don't Have a Lawyer, Starting a Case",https://www.nycourts.gov/media/34241,https://webfiles.nycourts.gov/public/2026-04/gf-50.pdf,gf-50.pdf
GF-51,Application for Reconsideration of Denial of Assignment of Counsel,https://www.nycourts.gov/forms/application-reconsideration-denial-assignment-counsel?topic=611&wrapped=true,GF-51,"General - Family, Family Forms",,https://www.nycourts.gov/media/37016,https://webfiles.nycourts.gov/public/2026-05/gf-51_0.pdf,gf-51_0.pdf
ICPC-100A,Interstate Compact on the Placement of Children Request,https://www.nycourts.gov/forms/interstate-compact-placement-children-request?topic=611&wrapped=true,ICPC-100A,"Family Forms, General - Family",,https://www.nycourts.gov/media/31931|https://www.nycourts.gov/media/31936,https://webfiles.nycourts.gov/public/2026-04/icpc.pdf|https://webfiles.nycourts.gov/public/2026-04/icpc.docx,icpc.pdf|icpc.docx
OCFS-4156,Adoption: Family Court/Surrogate Court Request Form,https://www.nycourts.gov/forms/adoption-family-courtsurrogate-court-request-form?topic=611&wrapped=true,OCFS-4156,"Family Forms, Adoption - Family, Surrogate's Court, Adoption - Surrogate's",,https://www.nycourts.gov/media/17046|https://www.nycourts.gov/media/17056,https://webfiles.nycourts.gov/public/2026-01/ocfs4156.pdf|https://webfiles.nycourts.gov/public/2026-01/addendum-to-ocfs-4156.pdf,ocfs4156.pdf|addendum-to-ocfs-4156.pdf
PH-7b,Affirmation by Youth in Support of Motion to Re-enter Foster Care,https://www.nycourts.gov/forms/affirmation-youth-support-motion-re-enter-foster-care?topic=611&wrapped=true,PH-7b,"Family Forms, Permanency Hearings: Foster Care Reentry",,https://www.nycourts.gov/media/16671|https://www.nycourts.gov/media/16676,https://webfiles.nycourts.gov/public/2026-01/ph-7b.pdf|https://webfiles.nycourts.gov/public/2026-01/ph-7b.docx,ph-7b.pdf|ph-7b.docx
PH-7c,Affirmation by Agency in Support of Order to Show Cause (Reentry into Foster Care),https://www.nycourts.gov/forms/affirmation-agency-support-order-show-cause-reentry-foster-care?topic=611&wrapped=true,PH-7c,"Family Forms, Permanency Hearings: Foster Care Reentry",,https://www.nycourts.gov/media/16681|https://www.nycourts.gov/media/16686,https://webfiles.nycourts.gov/public/2026-01/ph-7c.pdf|https://webfiles.nycourts.gov/public/2026-01/ph-7c.docx,ph-7c.pdf|ph-7c.docx
SURR-1a,Affirmation of Caseworker Regarding Persons Entitled to Notice of Surrender of Child in Foster Care,https://www.nycourts.gov/forms/affirmation-caseworker-regarding-persons-entitled-notice-surrender-child-foster-care?topic=611&wrapped=true,SURR-1a,"Family Forms, Surrender",,https://www.nycourts.gov/media/16796|https://www.nycourts.gov/media/16801,https://webfiles.nycourts.gov/public/2026-01/surr-1a.pdf|https://webfiles.nycourts.gov/public/2026-01/surr-1a.docx,surr-1a.pdf|surr-1a.docx
SURR-4,Affirmation of Authorized Agency Employee Witness to Execution of Extra-Judicial Surrender Instrument of Child in Foster Care,https://www.nycourts.gov/forms/affirmation-authorized-agency-employee-witness-execution-extra-judicial-surrender-instrument?topic=611&wrapped=true,SURR-4,"Family Forms, Surrender",,https://www.nycourts.gov/media/16846|https://www.nycourts.gov/media/16851,https://webfiles.nycourts.gov/public/2026-01/surr-4.pdf|https://webfiles.nycourts.gov/public/2026-01/surr-4.docx,surr-4.pdf|surr-4.docx
